"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"DEMTI9GE","conferencePaper","2018","Schwelling, Elijah; Yoo, Kyungjin","Automatic 3D Modeling of Artwork and Visualizing Audio in an Augmented Reality Environment","Proceedings of the 24th ACM Symposium on Virtual Reality Software and Technology","978-1-4503-6086-9","","10.1145/3281505.3281617","http://doi.acm.org/10.1145/3281505.3281617","","2018","2019-02-27 20:48:19","2019-02-27 20:48:19","","72:1–72:2","","","","","","","VRST '18","","","","ACM","New York, NY, USA","","","","","","","","event-place: Tokyo, Japan","","","","3D model generation; art museum; audio visualization; augmented reality; Education; music","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B3HUN4CF","conferencePaper","2018","Schwelling, Elijah; Yoo, Kyungjin","Automatic 3D Modeling of Artwork and Visualizing Audio in an Augmented Reality Environment","Proceedings of the 24th ACM Symposium on Virtual Reality Software and Technology","978-1-4503-6086-9","","10.1145/3281505.3281576","http://doi.acm.org/10.1145/3281505.3281576","","2018","2019-02-27 20:48:19","2019-02-27 20:48:19","","47:1–47:2","","","","","","","VRST '18","","","","ACM","New York, NY, USA","","","","","","","","event-place: Tokyo, Japan","","","","3D model generation; art museum; audio visualization; augmented reality; Education; music","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8B4S8WBV","conferencePaper","2018","Fremerey, Stephan; Singla, Ashutosh; Meseberg, Kay; Raake, Alexander","AVtrack360: An Open Dataset and Software Recording People's Head Rotations Watching 360&Deg; Videos on an HMD","Proceedings of the 9th ACM Multimedia Systems Conference","978-1-4503-5192-8","","10.1145/3204949.3208134","http://doi.acm.org/10.1145/3204949.3208134","","2018","2019-02-27 20:48:52","2019-02-27 20:48:52","","403–408","","","","","","","MMSys '18","","","","ACM","New York, NY, USA","","","","","","","","event-place: Amsterdam, Netherlands","","","","360 degree video; behavioral analysis; head tracking dataset; omnidirectional video; quality of experience; user behavior; virtual reality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JUQJVA8W","journalArticle","2018","Titzler, Ingrid; Saruhanjan, Karina; Berking, Matthias; Riper, Heleen; Ebert, David Daniel","Barriers and facilitators for the implementation of blended psychotherapy for depression: A qualitative pilot study of therapists' perspective","Internet Interventions","","2214-7829","https://doi.org/10.1016/j.invent.2018.01.002","http://www.sciencedirect.com/science/article/pii/S2214782917300908","Introduction Blended therapies (BT) combine face-to-face (f2f) sessions with internet- and mobile-based interventions (IMIs). However, the use of blended interventions in routine care is still rare and depends on the acceptance of key health care professionals such as the therapists. Little is yet known about the therapists' perspective on and experiences with blended approaches. The aim of this pilot study was to identify barriers and facilitators, as perceived by psychotherapists, for implementing a blended therapy for depression. Methods Semi-structured expert interviews were conducted with five therapists, who were part of the German study arm of the FP7-project E-Compared (www.e-compared.eu). All patients (N = 173) were treated in the context of a registered RCT (DRKS00006866) in which the clinical and cost-effectiveness of BT for depression, consisting of ten internet- and mobile-based cognitive behavioral therapy modules and six f2f sessions, was compared to the treatment usually provided by general practitioners. To identify barriers and facilitators an interview guide based on the theoretical domains framework (TDF) was developed. The interviews were audio-recorded, transcribed verbatim and analyzed using a qualitative content analysis by two independent coders. Results The results revealed 29 barriers and 33 facilitators, which are hindering or enabling factors on the levels of ‘implementation in the health care system’, ‘therapy’, ‘therapists’ and ‘patients’. Key barriers stated by all therapists were ‘Limited customizability and autonomy of decisions concerning blending the therapy’ (number of statements, k = 44); ‘Disease-related contraindications for BT’ (k = 25); ‘Negative affect was caused by burden through technical problems’ (k = 18); ‘Limited number of f2f sessions hindered the therapy process’; and ‘Establishment of therapeutic alliance was burdened by technical issues’ (each k = 15). Key facilitators stated by all therapists were: ‘Patients’ interest, willingness and motivation to participate’ (k = 22); ‘Patients' access to online content between f2f sessions and after therapy end’ (k = 20); ‘Preset structure of IMI-part guided the treatment course of BT’ (k = 18); and ‘Effective help with BT in a short time frame’ (k = 15), as well as ‘Reduction of the treatment gap’ (k = 13). Discussion Therapists supported the implementation of BT for depression. Results indicated the consideration of a wide range of determinants: among others, the possibility of individualizing the treatment; the autonomy of decision making in respect to the ratio and number of online and f2f sessions; the necessity of providing training; the need to develop a concept of embedding BT in the health care system and funding the additional effort; and the use of sophisticated technical solutions.","2018","2019-02-27 20:57:58","2019-02-27 20:57:58","","150 - 164","","","12","","","","","","","","","","","","","","","","","","","","","Barriers; Blended therapy; depression; Facilitators; Qualitative study; Therapists' view","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TQU6RRCM","journalArticle","2018","Cecilio, Sumaya Giarola; Pereira, Sônia Aparecida dos Santos; Pinto, Valquíria dos Santos; Torres, Heloísa de Carvalho","Barriers experienced in self-care practice by young people with sickle cell disease","Hematology, Transfusion and Cell Therapy","","2531-1379","https://doi.org/10.1016/j.htct.2017.11.009","http://www.sciencedirect.com/science/article/pii/S2531137918300154","Objective To identify barriers to the self-care practice of young people with sickle cell disease. Method This qualitative study was conducted with 17 individuals with sickle cell disease aged between 13 and 24 years in Belo Horizonte, MG, Brazil in March and April 2017. An interview investigated the barriers to self-care practice and the feelings associated with sickle cell disease. Data were transcribed and analyzed according to Bardin's perspective using the following steps: (1) pre-analysis, (2) exploration of the material, and (3) treatment of the results (inference and interpretation). Results Five thematic categories emerged: (1) feelings: anger, sadness, and fear; (2) bullying and stigmatization: challenges regarding walking, speaking, or behaving, as well as patient labels; (3) cognitive factors: doubts related to medication, hydration, heredity and maternity; (4) medication compliance: fear of the side effects suffered and anger triggered by the obligation to use the medication; (5) family issues: complaints of not earning the mothers’ trust to live independently. Conclusion The barriers to self-care in young people with sickle cell disease indicate difficulties related to emotional, behavioral, and environmental aspects. Understanding these factors will favor a better adaptation of youths to the context of sickle cell disease.","2018","2019-02-27 20:57:13","2019-02-27 20:57:13","","207 - 212","","3","40","","","","","","","","","","","","","","","","","","","","","Anemia; health education; Self-care; sickle cell","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8NSATWM4","conferencePaper","2018","Seraj, Mazyar; Autexier, Serge; Janssen, Jan","BEESM, a Block-based Educational Programming Tool for End Users","Proceedings of the 10th Nordic Conference on Human-Computer Interaction","978-1-4503-6437-9","","10.1145/3240167.3240239","http://doi.acm.org/10.1145/3240167.3240239","","2018","2019-02-27 20:48:28","2019-02-27 20:48:28","","886–891","","","","","","","NordiCHI '18","","","","ACM","New York, NY, USA","","","","","","","","event-place: Oslo, Norway","","","","end-user programming; Google Blockly; smart environment; user interface design; visual programming","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XUJHRNBR","journalArticle","2018","Liu, Z.; Guan, X.; Li, S.; Qin, T.; He, C.","Behavior Rhythm: A New Model for Behavior Visualization and Its Application in System Security Management","IEEE Access","","2169-3536","10.1109/ACCESS.2018.2882812","","","2018","2019-02-27 21:11:48","2019-02-27 21:11:48","","73940-73951","","","6","","","","","","","","","","","","","","","","","","","","","Anomaly detection; anomaly detection and tracing; behavior rhythm; clustering; Feature extraction; internet of things; IP networks; NMF; Security management; Stability analysis; System management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNGFKHDJ","journalArticle","2018","Pavlidis, I.; Khatri, A.; Buddharaju, P.; Manser, M.; Wunderlich, R.; Akleman, E.; Tsiamyrtzis, P.","Biofeedback arrests sympathetic and behavioral effects in distracted driving","IEEE Transactions on Affective Computing","","1949-3045","10.1109/TAFFC.2018.2883950","","","2018","2019-02-27 21:11:59","2019-02-27 21:11:59","","1-1","","","","","","","","","","","","","","","","","","","","","","","","affective computing; Biofeedback; Biological control systems; Biomedical monitoring; cusum; distracted driving; Drives; Image color analysis; Imaging; perspiration; sympathetic arousal; thermal imaging; Vehicles; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIQP4IP5","journalArticle","2018","Porayska-Pomsta, Kaśka; Alcorn, Alyssa M.; Avramides, Katerina; Beale, Sandra; Bernardini, Sara; Foster, Mary Ellen; Frauenberger, Christopher; Good, Judith; Guldberg, Karen; Keay-Bright, Wendy; Kossyvaki, Lila; Lemon, Oliver; Mademtzi, Marilena; Menzies, Rachel; Pain, Helen; Rajendran, Gnanathusharan; Waller, Annalu; Wass, Sam; Smith, Tim J.","Blending Human and Artificial Intelligence to Support Autistic Children&#x02019;s Social Communication Skills","ACM Trans. Comput.-Hum. Interact.","","1073-0516","10.1145/3271484","http://doi.acm.org/10.1145/3271484","","2018-12","2019-02-27 20:48:13","2019-02-27 20:48:13","","35:1–35:35","","6","25","","","","","","","","","","","","","","","","","","","","","artificially intelligent agent; autism; intelligent learning environments; neurodiversity; social communication","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VN65RV4I","conferencePaper","2018","Crawford, Chris S.; Gardner-McCune, Christina; Gilbert, Juan E.","Brain-Computer Interface for Novice Programmers","Proceedings of the 49th ACM Technical Symposium on Computer Science Education","978-1-4503-5103-4","","10.1145/3159450.3159603","http://doi.acm.org/10.1145/3159450.3159603","","2018","2019-02-27 20:49:12","2019-02-27 20:49:12","","32–37","","","","","","","SIGCSE '18","","","","ACM","New York, NY, USA","","","","","","","","event-place: Baltimore, Maryland, USA","","","","block-based programming; brain-computer interface; neurofeedback","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VFNDWFN2","journalArticle","2019","Evans, David K.; Holtemeyer, Brian; Kosec, Katrina","Cash transfers increase trust in local government","World Development","","0305-750X","https://doi.org/10.1016/j.worlddev.2018.08.020","http://www.sciencedirect.com/science/article/pii/S0305750X18303206","How does a locally-managed conditional cash transfer program impact trust in government? On the one hand, delivering monetary benefits and increasing interactions with government officials (elected and appointed) may increase trust. On the other hand, it can be difficult for citizens to know to whom to attribute a program and reward with greater trust. Further, imposing paternalistic conditions and possibly prompting citizens to experience feelings of social stigma or guilt, could reduce trust. We answer this question by exploiting the randomized introduction of a locally-managed transfer program in Tanzania in 2010. Our analysis reveals that cash transfers can significantly increase trust in leaders. This effect is driven by large increases in trust in elected leaders as opposed to appointed bureaucrats. Perceptions of government responsiveness to citizens’ concerns and honesty of leaders also rise, and these improvements are largest where there are more village meetings at baseline. One of the central roles of village meetings is to receive and share information with village residents, providing some evidence on the value of a high-information environment for generating trust in government. We also find that records from school and health committees are more readily available in treatment villages. Notably, while stated willingness of citizens to participate in community development projects rises, actual participation in projects and the likelihood of voting do not. Overall, the results suggest little reason to worry that local management of a conditional cash transfer program reduces trust in government or the quality of governance—especially in high-information settings.","2019","2019-02-27 20:57:23","2019-02-27 20:57:23","","138 - 155","","","114","","","","","","","","","","","","","","","","","","","","","Community meetings; Conditional cash transfers; Decentralization; Information; Service delivery; Trust","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67CJGT25","journalArticle","2018","Soliman, Abdrabo; Alhajyaseen, Wael; Alfar, Rania; Alkaabi, Ibrahim","Changes in Driving Behavior Across Age Cohorts in an Arab Culture: the Case of State of Qatar","Procedia Computer Science","","1877-0509","https://doi.org/10.1016/j.procs.2018.04.116","http://www.sciencedirect.com/science/article/pii/S1877050918304782","In this investigation, we aimed to examine the structure of the Driving Behavior Questionnaire (DBQ) across age cohorts spanning 14 to 55 years in the State of Qatar. In addition, we aimed to examine variations in driving behavior across age cohorts. Participants were divided by age (in years) into five groups: not yet old enough to drive (under age), 18 to 25; 26 to 35; 36 to 45, and 46 to 55. The DBQ was administered to a sample of 1126 drivers, 50.30% of whom were female. Results are contrary to previous studies: factor analysis showed three pure factors rather than the four factors previously identified. Results also indicate that Qatari drivers share in their approach to driving even though there is great cultural diversity as well as varied language skills and educational levels. Significantly fewer driving aberrations were reported by female participants compared to those who were male. Furthermore, young men (<25 years old) with low levels of education and those who use 4-wheel-drive vehicles had the worst driving errors, violations, and lapses.","2018","2019-02-27 20:57:44","2019-02-27 20:57:44","","652 - 659","","","130","","","","","","","","","","","","","","","","","","","","","Age cohorts; Arab Gulf; Driving Behavior; road safety; State of Qatar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BKGCSIDI","conferencePaper","2018","McLaren, Bruce M.; Asbell-Clarke, Jodi; Hammer, Jessica","CHI 2018 Workshop: Data-Driven Educational Game Design","Extended Abstracts of the 2018 CHI Conference on Human Factors in Computing Systems","978-1-4503-5621-3","","10.1145/3170427.3170637","http://doi.acm.org/10.1145/3170427.3170637","","2018","2019-02-27 20:49:02","2019-02-27 20:49:02","","W08:1–W08:8","","","","","","","CHI EA '18","","","","ACM","New York, NY, USA","","","","","","","","event-place: Montreal QC, Canada","","","","data analysis; educational games; game design","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VK2DV4QQ","conferencePaper","2018","Yogev, Eran; Gal, Kobi; Karger, David; Facciotti, Marc T.; Igo, Michele","Classifying and Visualizing Students' Cognitive Engagement in Course Readings","Proceedings of the Fifth Annual ACM Conference on Learning at Scale","978-1-4503-5886-6","","10.1145/3231644.3231648","http://doi.acm.org/10.1145/3231644.3231648","","2018","2019-02-27 20:48:44","2019-02-27 20:48:44","","52:1–52:10","","","","","","","L@S '18","","","","ACM","New York, NY, USA","","","","","","","","event-place: London, United Kingdom","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AQXH9CES","conferencePaper","2018","Brennan, Amelia; Peace, Christina; Munguia, Pablo","Classroom Size, Activity and Attendance: Scaling Up Drivers of Learning Space Occupation","Proceedings of the 8th International Conference on Learning Analytics and Knowledge","978-1-4503-6400-3","","10.1145/3170358.3170401","http://doi.acm.org/10.1145/3170358.3170401","","2018","2019-02-27 20:49:03","2019-02-27 20:49:03","","255–259","","","","","","","LAK '18","","","","ACM","New York, NY, USA","","","","","","","","event-place: Sydney, New South Wales, Australia","","","","attendance; class","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UWPJKPF2","conferencePaper","2018","Brennan, Amelia; Peace, Christina; Munguia, Pablo","Classroom Size, Activity and Attendance: Scaling Up Drivers of Learning Space Occupation","Proceedings of the 8th International Conference on Learning Analytics and Knowledge","978-1-4503-6400-3","","10.1145/3170358.3170401","http://doi.acm.org/10.1145/3170358.3170401","","2018","2019-02-27 20:53:06","2019-02-27 20:53:06","","255–259","","","","","","","LAK '18","","","","ACM","New York, NY, USA","","","","","","","","event-place: Sydney, New South Wales, Australia","","","","attendance; class","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S3INRWD6","journalArticle","2018","Ly, Stephanie; Okello, Patrick Olobo; Mpiira, Robert; Ali, Zulfigar","Climate event consequences on food insecurity and child stunting among smallholder farmers in Uganda: a cross-sectional study","The Lancet Global Health","","2214-109X","https://doi.org/10.1016/S2214-109X(18)30155-4","http://www.sciencedirect.com/science/article/pii/S2214109X18301554","Background Climate fluctuations and crop loss are predicted for Uganda. The rural poor rely on subsistence farming, and the consequences of climate events including droughts, floods, and pests have a considerable impact on food security and health. Nationally, 29% of Ugandan children are stunted or below expected height. In this study, we investigated farmers’ experiences of climate events with household food insecurity and child stunting. Methods BRAC Uganda did a cross-sectional study with random sampling across 210 villages in four districts in southwestern Uganda between October and December 2015. Questionnaires on socioeconomics, nutrition, and farming were administered to 7787 smallholder farmers. Anthropometry measurements were taken from the youngest child under 2 years in each household. Stunting, defined as a height-for-age Z-score below −2, was analysed using logistic regression. Food insecurity, self-reported as the number of months without enough food to meet needs, was analysed using multivariate linear regression. Findings Most adults had received only primary-level education and mean monthly income was 332 274 Ugandan Shillings (US$92). In the past 12 months, 6815 (87·8%) farmers experienced a major loss of crops due to drought, 1595 (20·6%) due to flooding, and 7754 (39·1%) due to pests and disease. Food insecurity was reported in 7269 (93·3%) households, for a mean of 4·53 (SD 2·84) out of 12 months. Anthropometric data were collected from 2177 children with a mean age of 11·6 months. 899 were stunted (41·3%). Households with drought-related crop loss had higher odds of child stunting (OR 1·38, 95% CI 1·01–1·89) than households with no crop loss, after controlling for food insecurity, income, education, the child's sex, and age. Food insecurity was significantly associated with crop loss due to drought (p<0·001) and pests (p<0·001), after controlling for covariates. Interestingly, household coping behaviours after pest-related crop loss changed the pest loss effects, which suggests farmers could influence food insecurity. Interpretation As climate patterns shift in Uganda, smallholder farmers will continue to experience events like drought, flooding, and pests. In our study, most farmers’ food security was affected by drought and pests, and droughts were linked to child stunting. These findings have implications in building resiliency in crops and farmer techniques to mitigate climate shocks. Funding BRAC, Japan Social Development Fund, World Bank Group Africa Gender Innovation Lab, UCLA World Policy Analysis Center, Conrad N Hilton Foundation, UCLA FSPH Dean's Global Health Fellowship.","2018","2019-02-27 20:57:59","2019-02-27 20:57:59","","S26","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"286U7HXZ","journalArticle","2018","Pham, N.; Chung, J.; Jung, K.","Closed-Form Formulas of Input Impedance and Axial Ratio of a Circular Patch With Perturbation Segments","IEEE Access","","2169-3536","10.1109/ACCESS.2018.2879326","","","2018","2019-02-27 21:12:36","2019-02-27 21:12:36","","67885-67892","","","6","","","","","","","","","","","","","","","","","","","","","Antenna; axial ratio; cavity perturbation theory; Cavity resonators; circular patch antenna; circular polarization; Impedance; input impedance; Patch antennas; Perturbation methods; resistance; Resonant frequency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9MCXD6BF","journalArticle","2018","Peng, K.; Leung, V. C. M.; Huang, Q.","Clustering Approach Based on Mini Batch Kmeans for Intrusion Detection System Over Big Data","IEEE Access","","2169-3536","10.1109/ACCESS.2018.2810267","","","2018","2019-02-27 21:11:58","2019-02-27 21:11:58","","11897-11906","","","6","","","","","","","","","","","","","","","","","","","","","big data; big data environment; Classification algorithms; cloud computing; clustering; Clustering algorithms; Clustering methods; data clustering; data features; data mining; IDS; Intrusion detection; intrusion detection system; Mini Batch K-means; mini batch Kmeans; pattern clustering; Principal Component Analysis; security of data; social network; social networking (online); unified evaluation indicator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIPVVR76","journalArticle","2018","Langenecker, Scott A.; Jenkins, Lisanne M.; Stange, Jonathan P.; Chang, Yi-Shin; DelDonno, Sophie R.; Bessette, Katie L.; Passarotti, Alessandra M.; Bhaumik, Runa; Ajilore, Olusola; Jacobs, Rachel H.","Cognitive control neuroimaging measures differentiate between those with and without future recurrence of depression","NeuroImage: Clinical","","2213-1582","https://doi.org/10.1016/j.nicl.2018.10.004","http://www.sciencedirect.com/science/article/pii/S2213158218303140","Background Major Depressive Disorder (MDD) is a prevalent, disruptive illness. A majority of those with MDD are at high risk for recurrence and increased risk for morbidity and mortality. This study examined whether multimodal baseline (and retest) Cognitive Control performance and neuroimaging markers (task activation and neural connectivity between key brain nodes) could differentiate between those with and without future recurrence of a major depressive (MD) episode within one year. We hypothesized that performance and neuroimaging measures of Cognitive Control would identify markers that differ between these two groups. Methods A prospective cohort study of young adults (ages 18–23) with history (h) of early-onset MDD (N = 60), now remitted, and healthy young adults (N = 49). Baseline Cognitive Control measures of performance, task fMRI and resting state connectivity (and reliability retest 4–12 weeks later) were used to compare those with future recurrence of MDD (N = 21) relative to those without future recurrence of MDD (N = 34 with resilience). The measures tested were (1) Parametric Go/No-Go (PGNG) performance, and task activation for (2) PGNG Correct Rejections, (3) PGNG Commission errors, and (4 & 5), resting state connectivity analyses of Cognitive Control Network to and from subgenual anterior cingulate. Results Relative to other groups at baseline, the group with MDD Recurrence had less bilateral middle frontal gyrus activation during commission errors. MDD Recurrence exhibited greater connectivity of right middle frontal gyrus to subgenual anterior cingulate (SGAC). SGAC connectivity was also elevated in this group to numerous regions in the Cognitive Control Network. Moderate to strong ICCs were present from test to retest, and highest for rs-fMRI markers. There were modest, significant correlations between task, connectivity and behavioral markers that distinguished between groups. Conclusion Markers of Cognitive Control function could identify those with early course MD who are at risk for depression recurrence. Those at high risk for recurrence would benefit from maintenance or preventative treatments. Future studies could test and validate these markers as potential predictors, accounting for sample selection and bias in feature detection.","2018","2019-02-27 20:57:59","2019-02-27 20:57:59","","1001 - 1009","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESPUNCJX","conferencePaper","2018","Shekhar, Arun; Marsden, Nicola","Cognitive Walkthrough of a Learning Management System with Gendered Personas","Proceedings of the 4th Conference on Gender & IT","978-1-4503-5346-5","","10.1145/3196839.3196869","http://doi.acm.org/10.1145/3196839.3196869","","2018","2019-02-27 20:51:40","2019-02-27 20:51:40","","191–198","","","","","","","GenderIT '18","","","","ACM","New York, NY, USA","","","","","","","","event-place: Heilbronn, Germany","","","","cognitive walkthrough; empirical study; gender; personas; Usability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P3FP7SXK","conferencePaper","2018","Vasilchenko, Anna; Tarawneh, Ghaith; Qarabash, Haneen; Balaam, Madeline","Collaborative Content Creation: Impact of Media Type on Author Behavior","Companion of the 2018 ACM Conference on Computer Supported Cooperative Work and Social Computing","978-1-4503-6018-0","","10.1145/3272973.3274092","http://doi.acm.org/10.1145/3272973.3274092","","2018","2019-02-27 20:48:19","2019-02-27 20:48:19","","341–344","","","","","","","CSCW '18","","","","ACM","New York, NY, USA","","","","","","","","event-place: Jersey City, NJ, USA","","","","collaborative content creation; collaborative learning; copyright; fair use; remixing; user-generated content","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D9FVNG9E","conferencePaper","2018","Ireland, Lutza","Collaborative Design of Health Educational Materials on Anxiety to Increase Mental Health Literacy","Proceedings of the 2018 ACM Conference Companion Publication on Designing Interactive Systems","978-1-4503-5631-2","","10.1145/3197391.3205385","http://doi.acm.org/10.1145/3197391.3205385","","2018","2019-02-27 20:48:52","2019-02-27 20:48:52","","371–374","","","","","","","DIS '18 Companion","","","","ACM","New York, NY, USA","","","","","","","","event-place: Hong Kong, China","","","","anxiety; co-design; design thinking; health communication; mental health literacy; participatory action research; psychoeducation; visual research","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HT4X7C32","conferencePaper","2018","Arcila-Calderón, Carlos","Communication, Education and Social Media","Proceedings of the Sixth International Conference on Technological Ecosystems for Enhancing Multiculturality","978-1-4503-6518-5","","10.1145/3284179.3284333","http://doi.acm.org/10.1145/3284179.3284333","","2018","2019-02-27 20:48:21","2019-02-27 20:48:21","","920–922","","","","","","","TEEM'18","","","","ACM","New York, NY, USA","","","","","","","","event-place: Salamanca, Spain","","","","big data; machine learning; Science communication; sentiment analysis; social media; Spanish; twitter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CNHSAD4S","journalArticle","2018","Kevrekidis, Dimitrios Phaedon; Minarikova, Daniela; Markos, Angelos; Malovecka, Ivona; Minarik, Peter","Community pharmacy customer segmentation based on factors influencing their selection of pharmacy and over-the-counter medicines","Saudi Pharmaceutical Journal","","1319-0164","https://doi.org/10.1016/j.jsps.2017.11.002","http://www.sciencedirect.com/science/article/pii/S1319016417301962","Background Within the competitive pharmacy market environment, community pharmacies are required to develop efficient marketing strategies based on contemporary information about consumer behavior in order to attract clients and develop customer loyalty. Objectives This study aimed to investigate the consumers’ preferences concerning the selection of pharmacy and over-the-counter (OTC) medicines, and to identify customer segments in relation to these preferences. Methods A cross-sectional study was conducted between February and March 2016 on a convenient quota sample of 300 participants recruited in the metropolitan area of Thessaloniki, Greece. The main instrument used for data collection was a structured questionnaire with close-ended, multiple choice questions. To identify customer segments, Two-Step cluster analysis was conducted. Results Three distinct pharmacy customer clusters emerged. Customers of the largest cluster (49%; ‘convenience customers’) were mostly younger consumers. They gave moderate to positive ratings to factors affecting the selection of pharmacy and OTCs; convenience, and previous experience and the pharmacist’s opinion, received the highest ratings. Customers of the second cluster (35%; ‘loyal customers’) were mainly retired; most of them reported visiting a single pharmacy. They gave high ratings to all factors that influence pharmacy selection, especially the pharmacy’s staff, and factors influencing the purchase of OTCs, particularly previous experience and the pharmacist’s opinion. Customers of the smallest cluster (16%; ‘convenience and price-sensitive customers’) were mainly retired or unemployed with low to moderate education, and low personal income. They gave the lowest ratings to most of the examined factors; convenience among factors influencing pharmacy selection, whereas previous experience, the pharmacist’s opinion and product price among those affecting the purchase of OTCs, received the highest ratings. Conclusions The community pharmacy market comprised of distinct customer segments that varied in the consumer preferences concerning the selection of pharmacy and OTCs, the evaluation of pharmaceutical services and products, and demographic characteristics.","2018","2019-02-27 20:57:04","2019-02-27 20:57:04","","33 - 43","","1","26","","","","","","","","","","","","","","","","","","","","","cluster analysis; Consumer behavior; Customer segmentation; OTCs’ purchase; Pharmacy customers’ profiles; Pharmacy selection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
