"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"WNJ8RZEZ","journalArticle","2014","Bo, Zhong; Yang, Jingli; Sun, Chao; Jiang, Shouda","A filtered-x weighted accumulated LMS algorithm: Stochastic analysis and simulations for narrowband active noise control system","Signal Processing","","0165-1684","10.1016/j.sigpro.2014.04.004","https://www.sciencedirect.com/science/article/pii/S0165168414001601","Abstract In narrowband active noise control (NANC) systems, several modifications of the well-known filtered-x least-mean-square (FXLMS) algorithm have been proposed for improved operation. The filtered-x weighted accumulated LMS (FXWALMS) algorithm is a variant of the FXLMS algorithm obtained by introducing the momentum LMS (MLMS) algorithm into the conventional FXLMS algorithm. The version with momentum term of the adaptive algorithm is used in practical implementations aiming to increase convergence with moderate computational cost. In order to better understand the influence of the FXWALMS algorithm on the NANC system, statistical performance of such an algorithm is investigated in both the transient and steady-state behaviors. Different equations which describe the convergence behaviors of the mean and mean squared estimation errors for the discrete Fourier coefficients (DFCs) of the secondary source are derived and discussed in detail. Using related difference equations, the steady-state expressions for DFCs estimation mean square error and the residual noise mean square error are developed in closed forms. Moreover, a modified FXWALMS (MFXWALMS) algorithm is proposed to improve the overall performance of the system. Extensive simulations are conducted to prove the effectiveness of analytical results and the superior performance of the MFXWALMS algorithm in various scenarios.","2014-11","2018-02-21 12:52:38","2018-02-21 12:52:38","","296-310","","","104","","Signal Processing","","","","","","","","","","","","","","","","","","","Convergence; FXLMS; Mean square error (MSE); Narrowband active noise control (NANC); Performance analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GUPPFXKS","journalArticle","2011","Feichtinger, Christian; Habich, Johannes; Köstler, Harald; Hager, Georg; Rüde, Ulrich; Wellein, Gerhard","A flexible Patch-based lattice Boltzmann parallelization approach for heterogeneous GPU–CPU clusters","Parallel Computing","","0167-8191","https://doi.org/10.1016/j.parco.2011.03.005","https://www.sciencedirect.com/science/article/pii/S0167819111000342","Sustaining a large fraction of single {GPU} performance in parallel computations is considered to be the major problem of GPU-based clusters. We address this issue in the context of a lattice Boltzmann flow solver that is integrated in the WaLBerla software framework. Our multi-GPU implementation uses a block-structured {MPI} parallelization and is suitable for load balancing and heterogeneous computations on {CPUs} and GPUs. The overhead required for multi-GPU simulations is discussed in detail. It is demonstrated that a large fraction of the kernel performance can be sustained for weak scaling on InfiniBand clusters, leading to excellent parallel efficiency. However, in strong scaling scenarios using multiple {GPUs} is much less efficient than running CPU-only simulations on {IBM} BG/P and x86-based clusters. Hence, a cost analysis must determine the best course of action for a particular simulation task and hardware configuration. Finally we present weak scaling results of heterogeneous simulations conducted on {CPUs} and {GPUs} simultaneously, using clusters equipped with varying node configurations.","2011","2018-02-06 16:59:06","2018-02-06 16:59:06","","536 - 549","","9","37","","","","","","","","","","","","","","","","","","","","","Heterogeneous computations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFN32MFE","conferencePaper","2014","Buffardi, Kevin; Edwards, Stephen H.","A Formative Study of Influences on Student Testing Behaviors","Proceedings of the 45th ACM Technical Symposium on Computer Science Education","978-1-4503-2605-6","","10.1145/2538862.2538982","http://doi.acm.org/10.1145/2538862.2538982","","2014","2018-02-06 13:50:49","2018-02-06 13:50:49","","597–602","","","","","","","SIGCSE '14","","","","ACM","New York, NY, USA","","","","","","","","","","","","adaptive feedback; automated testing; instructional technology; software development process; test-driven development; test-first; unit testing; web-cat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CCB2SHBW","conferencePaper","2017","De Bra, Paul","After Twenty-Five Years of User Modeling and Adaptation...What Makes Us UMAP?","Proceedings of the 25th Conference on User Modeling, Adaptation and Personalization","978-1-4503-4635-1","","10.1145/3079628.3079662","http://doi.acm.org/10.1145/3079628.3079662","","2017","2018-02-06 13:52:18","2018-02-06 13:52:18","","1–1","","","","","","","UMAP '17","","","","ACM","New York, NY, USA","","","","","","","","","","","","keynote talk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BV9CIQT8","conferencePaper","2014","Dunwell, Ian; de Freitas, Sara; Petridis, Panagiotis; Hendrix, Maurice; Arnab, Sylvester; Lameras, Petros; Stewart, Craig","A Game-based Learning Approach to Road Safety: The Code of Everand","Proceedings of the SIGCHI Conference on Human Factors in Computing Systems","978-1-4503-2473-1","","10.1145/2556288.2557281","http://doi.acm.org/10.1145/2556288.2557281","","2014","2018-02-06 13:50:45","2018-02-06 17:58:17","","3389–3398","","","","","","","CHI '14","","","","ACM","New York, NY, USA","","","","","","","","","","","","attitudinal change; E-learning; game-based interfaces; gamification; road safety; serious games","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4ZJA32XR","conferencePaper","2016","Sharma, Kshitij; Alavi, Hamed S.; Jermann, Patrick; Dillenbourg, Pierre","A Gaze-based Learning Analytics Model: In-video Visual Feedback to Improve Learner's Attention in MOOCs","Proceedings of the Sixth International Conference on Learning Analytics & Knowledge","978-1-4503-4190-5","","10.1145/2883851.2883902","http://doi.acm.org/10.1145/2883851.2883902","","2016","2018-02-06 13:49:35","2018-02-21 13:53:14","","417–421","","","","","","","LAK '16","","","","ACM","New York, NY, USA","","","","","","","","","","","","eye-tracking; MOOCs; student attention; video based learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VEFQAUDH","journalArticle","2011","Shah, Mohak; Corbeil, Jacques","A General Framework for Analyzing Data from Two Short Time-Series Microarray Experiments","IEEE/ACM Trans. Comput. Biol. Bioinformatics","","1545-5963","10.1109/TCBB.2009.51","http://dx.doi.org/10.1109/TCBB.2009.51","","2011-01","2018-02-06 13:51:41","2018-02-06 13:51:41","","14–26","","1","8","","","","","","","","","","","","","","","","","","","","","differentially expressed genes; gene behavior patterns.; HSIC; Short time-series microarray data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A43AJRF2","conferencePaper","2014","Bosse, Tibor; Man, Jeroen De; Gerritsen, Charlotte","Agent-Based Simulation As a Tool for the Design of a Virtual Training Environment","Proceedings of the 2014 IEEE/WIC/ACM International Joint Conferences on Web Intelligence (WI) and Intelligent Agent Technologies (IAT) - Volume 03","978-1-4799-4143-8","","10.1109/WI-IAT.2014.148","http://dx.doi.org/10.1109/WI-IAT.2014.148","","2014","2018-02-21 12:29:37","2018-02-21 12:29:37","","40–47","","","","","","","WI-IAT '14","","","","IEEE Computer Society","Washington, DC, USA","","","","","","","","","","","","simulation; verification; virtual training","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QVGKZQUU","journalArticle","2014","Voloshin, Daniil V.; Puzyreva, Kseniia A.; Karbovskii, Vladislav A.","Agent-based Virtual Society Polygon for Simulation and Evaluation in Massive Mobile Services","{IERI} Procedia","","2212-6678","https://doi.org/10.1016/j.ieri.2014.09.082","https://www.sciencedirect.com/science/article/pii/S2212667814001300","Abstract Since there are phenomena that are too perplex to be observed through using traditional techniques of scientific investigation, there are tools allowing reconstructing them in a simplified form. Agent-Based modeling has established itself as one of these tools. Though the major analytical principle remains the same – decomposition of the complex object into primitive particles, models themselves are fluctuating from the simple ones (e.g. spatial segregation models) to those able to propose reproduction of crowds, transport/pedestrian flows and other interactions by implementing sophisticated intelligent agent architectures. However, the utilization of agent-based modeling is not limited to satisfying sole scientific interest, but may be used for the resolution of applied issues as well. A polygon focused on performing both investigative and practical tasks has been introduced to simulate collective response to the changing environmental conditions (e.g. in the course of the natural disaster). The model originally designed to be incorporated into the mobile service computational infrastructure to constitute a massive mobile service for decision-making support is described throughout the paper. The potential use of the obtained simulation results in the analysis of emerging issues under conditions of social and infrastructural disorder is discussed with special reference to natural disasters. Further perspectives of implementation of present model in decision-making assistance are outlined as well.","2014","2018-02-06 16:57:45","2018-02-06 16:57:45","","231 - 238","","","10","","","","","","","","","","","","","","","","","","","","","collective behavior","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7WGCQD7R","conferencePaper","2015","Jadud, Matthew C.; Dorn, Brian","Aggregate Compilation Behavior: Findings and Implications from 27,698 Users","Proceedings of the Eleventh Annual International Conference on International Computing Education Research","978-1-4503-3630-7","","10.1145/2787622.2787718","http://doi.acm.org/10.1145/2787622.2787718","","2015","2018-02-06 13:50:35","2018-02-06 13:50:35","","131–139","","","","","","","ICER '15","","","","ACM","New York, NY, USA","","","","","","","","","","","","blackbox; BlueJ; novice compilation behavior","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DDR3QVP4","conferencePaper","2015","K. A. Gary; S. Xavier","Agile learning through continuous assessment","2015 IEEE Frontiers in Education Conference (FIE)","","","10.1109/FIE.2015.7344278","","","2015-10-21","2018-02-06 15:03:16","2018-02-21 14:01:18","","1-4","","","","","","","","","","","","","","","","","","","","","","","","agile; agile learning; CI & test; computer science education; Context; continuous assessment; educational courses; Instruments; learner engagement; monitoring tool; Process control; project learning; Quality assessment; Software; Software engineering; software engineering; software engineering continuous integration and testing platform; student activity; student behavior change; teaching; teaching process; testing; Testing; yearlong junior software engineering projects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015 IEEE Frontiers in Education Conference (FIE)","","","","","","","","","","","","","","",""
"UETFVXZR","journalArticle","2017","Faria, Ana Raquel; Almeida, Ana; Martins, Constantino; Gonçalves, Ramiro; Martins, José; Branco, Frederico","A global perspective on an emotional learning model proposal","Telematics and Informatics","","0736-5853","https://doi.org/10.1016/j.tele.2016.08.007","https://www.sciencedirect.com/science/article/pii/S0736585316302040","Abstract Existing literature argues that emotions have a significant impact on the majority of human activities and functions. The learning process is one of the activities on which emotions have a direct influence. Thus, understanding the manner in which emotions change the students’ learning process is not only very important but it can also allow to improve the existing learning models. Currently, in the majority of situations, the teacher serves as a facilitator between the student and the learning course, and through a constant analysis of the student’s behaviour, emotions and achievements, he constantly performs adjustments to the teaching process in order to meet the students’ needs and goals. Thus far, in online learning environments there is no easy way for teachers to analyse students’ behaviour and emotions. A possible solution to this problem can be the development of mechanisms that enable computers to automatically detect students’ emotions and adapt the learning process in order to meet students’ real needs. An emotional learning model was described and a software prototype was developed and tested, in order to find out whether it performs live identification of the students’ emotions, by using affective computing techniques, and whether it automatically performs adjustments to their individual learning process. Through a deeper analysis and multidisciplinary discussion of the achieved results it is possible to acknowledge that not only emotions impact students’ learning, but also that an application that performs live emotion recognition and which integrates this feature with adjustable online learning environments will trigger improvements in students’ learning.","2017","2018-02-06 16:58:05","2018-02-06 16:58:05","","824 - 837","","6","34","","","","","","","","","","","","","","","","","","","","","affective computing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X3E95DDP","conferencePaper","2017","Kwoh, Chee Keong","AI and Big Data Analytics for Health and Bioinformatics","Proceedings of the 8th International Conference on Computational Systems-Biology and Bioinformatics","978-1-4503-5350-2","","10.1145/3156346.3156347","http://doi.acm.org/10.1145/3156346.3156347","","2017","2018-02-06 13:50:35","2018-02-06 13:50:35","","1–1","","","","","","","CSBio '17","","","","ACM","New York, NY, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2MUVNPVQ","conferencePaper","2011","Walker, Henry M.","A Lab-based Approach for Introductory Computing That Emphasizes Collaboration","Computer Science Education Research Conference","978 90 358 1987 0","","","http://dl.acm.org/citation.cfm?id=2043594.2043596","","2011","2018-02-06 13:51:37","2018-02-06 13:51:37","","21–31","","","","","","","CSERC '11","","","","Open Universiteit, Heerlen","Open Univ., Heerlen, The Netherlands, The Netherlands","","","","","","","","","","","","collaborative learning; lab-based learning; pedagogy; workshop-style","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SVM8P8MI","conferencePaper","2012","Kucuktunc, Onur; Cambazoglu, B. Barla; Weber, Ingmar; Ferhatosmanoglu, Hakan","A Large-scale Sentiment Analysis for Yahoo! Answers","Proceedings of the Fifth ACM International Conference on Web Search and Data Mining","978-1-4503-0747-5","","10.1145/2124295.2124371","http://doi.acm.org/10.1145/2124295.2124371","","2012","2018-02-06 13:50:56","2018-02-06 13:50:56","","633–642","","","","","","","WSDM '12","","","","ACM","New York, NY, USA","","","","","","","","","","","","Attitude; collaborative question answering; prediction; sentimentality; sentiment analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2D9CP2C2","journalArticle","2016","Nguyen, An; Prugel-Bennett, Adam; Dasmahapatra, Srinandan","A Low Dimensional Approximation For Competence In Bacillus Subtilis","IEEE/ACM Trans. Comput. Biol. Bioinformatics","","1545-5963","10.1109/TCBB.2015.2440275","http://dx.doi.org/10.1109/TCBB.2015.2440275","","2016-03","2018-02-06 13:52:20","2018-02-06 13:52:20","","272–280","","2","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6Q3K48J9","conferencePaper","2016","B. Hmedna; A. El Mezouary; O. Baz; D. Mammass","A machine learning approach to identify and track learning styles in MOOCs","2016 5th International Conference on Multimedia Computing and Systems (ICMCS)","","","10.1109/ICMCS.2016.7905606","","","2016-09-29","2018-02-06 15:03:08","2018-02-21 14:01:15","","212-216","","","","","","","","","","","","","","","","","","","","","","","","adaptation; Adaptation models; adaptive recommendation system; Adaptive systems; Collaboration; collaboration; computer aided instruction; educational courses; Feature extraction; learning (artificial intelligence); Learning style; learning style; machine learning approach; massive open online courses; MOOC; navigation; Navigation; Neural network; Neural Networks; Neural networks; online education; online learning; personalized recommendations; recommender systems; Videos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016 5th International Conference on Multimedia Computing and Systems (ICMCS)","","","","","","","","","","","","","","",""
"UIC7RUAT","conferencePaper","2015","Cruz, Ana Beatriz; Preuss, Leonardo; Quadros, João; Souza, Uéverton; Serique, Sabrina; Ogasawara, Angélica; Bezerra, Eduardo; Ogasawara, Eduardo","AmÊ: An Environment to Learn and Analyze Adversarial Search Algorithms Using Stochastic Card Games","Proceedings of the 30th Annual ACM Symposium on Applied Computing","978-1-4503-3196-8","","10.1145/2695664.2695734","http://doi.acm.org/10.1145/2695664.2695734","","2015","2018-02-06 13:52:07","2018-02-06 13:52:07","","208–213","","","","","","","SAC '15","","","","ACM","New York, NY, USA","","","","","","","","","","","","adversarial search; benchmark; learning; search algorithms; stochastic games","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CJ2GU9JT","journalArticle","2018","Lamb, Richard L.; Annetta, Leonard; Firestone, Jonah; Etopio, Elisabeth","A meta-analysis with examination of moderators of student cognition, affect, and learning outcomes while using serious educational games, serious games, and simulations","Computers in Human Behavior","","0747-5632","https://doi.org/10.1016/j.chb.2017.10.040","https://www.sciencedirect.com/science/article/pii/S0747563217306143","Abstract Educational games and simulations provide teachers with powerful tools for teaching students in the sciences. Within the broad category of educational gaming, there are several types of games to include Serious Educational Games (SEG), Educational Simulations (ES), and Serious Games (SG). The purpose of this meta-analysis is to characterize and compare outcomes related to serious educational games, serious games, and educational simulations as they are presented in the educational literature. Specifically the authors intend to fill gaps left by previous studies, include major finding, and assess the current state of the field related to the use of these innovative technologies. The results of this study are in line with previous studies suggesting higher cognitive gains and increases in positive affective toward learning from subjects using SEGs, SGs, and ES. Effects were calculated from 46 empirical experimental studies. The examined studies suggest that ES, SGs, and {SEGs} do not differ in a statistically significant way when compared to traditional instruction but do differ from each other. More to this point, effect size outcomes are suggestive of a cumulative medium effect for cognition (d=.67) and affect (d=.51) with a small effect for behavior (d=.04).","2018","2018-02-06 16:57:19","2018-02-06 16:57:19","","158 - 167","","","80","","","","","","","","","","","","","","","","","","","","","Cognition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3WG4QJ62","journalArticle","2016","Battarra, M.; Mucchi, E.","A method for variable pressure load estimation in spur and helical gear pumps","Mechanical Systems and Signal Processing","","0888-3270","https://doi.org/10.1016/j.ymssp.2016.02.020","https://www.sciencedirect.com/science/article/pii/S0888327016000716","Abstract A systematic procedure is proposed to determine variable excitation loads coming from pressure evolution inside tooth spaces in external gear pumps. Pressure force and torque are estimated with respect to the angular position of the gears, taking into account the phenomena that occur during the meshing course. In particular, the paper proposes a general methodology aiming at determining pressure force and torque components along the three coordinate axes and suitable to be applied on both spur and helical gear configuration. Firstly, the method to calculate pressure loads acting on a single tooth space during a complete revolution is given, then the total pressure force and torque loading each gear is obtained. Particular attention is addressed on the description of the helical gear scenario. As an example, the method is applied to a tandem gear pump, characterized by the presence of two stages, one with spur gears and one with helical gears. An experimentally assessed model to calculate the pressure ripple inside the tandem pump is described and the proposed procedure for pressure load estimation is applied. Eventually, the pressure loads estimated with the present procedure are compared with other estimation methods already described in the literature. The comparison shows that the present methodology is able to describe a wider range of phenomena involved in the meshing evolution and to determine all the pressure force and torque components applied to helical gears. The method gives suitable results to study the balancing and the dynamic behavior of gear pumps.","2016","2018-02-06 16:57:43","2018-02-06 16:57:43","","265 - 282","","","76–77","","","","","","","","","","","","","","","","","","","","","NVH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2FHRMSXM","journalArticle","2016","Vivian, Rebecca; Falkner, Katrina; Falkner, Nickolas; Tarmazdi, Hamid","A Method to Analyze Computer Science Students&Rsquo; Teamwork in Online Collaborative Learning Environments","Trans. Comput. Educ.","","1946-6226","10.1145/2793507","http://doi.acm.org/10.1145/2793507","","2016-02","2018-02-06 13:51:28","2018-02-06 13:51:28","","7:1–7:28","","2","16","","","","","","","","","","","","","","","","","","","","","problem-based learning; teamwork","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NDKUMF82","conferencePaper","2015","Nespereira, Celia González; Vilas, Ana Fernández; Redondo, Rebeca P. Díaz","Am I Failing This Course?: Risk Prediction Using e-Learning Data","Proceedings of the 3rd International Conference on Technological Ecosystems for Enhancing Multiculturality","978-1-4503-3442-6","","10.1145/2808580.2808621","http://doi.acm.org/10.1145/2808580.2808621","","2015","2018-02-06 13:49:18","2018-02-21 13:53:26","","271–276","","","","","","","TEEM '15","","","","ACM","New York, NY, USA","","","","","","","","","","","","educational data mining; e-learning; E-learning; failure detection; learning analytics; prediction; time series","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SRJ9KGTB","journalArticle","2013","Renwick, Janet S.; Riemenschneider, Cynthia K.","A Model of Ethical Decision Making by Information Technology Students","J. Comput. Sci. Coll.","","1937-4771","","http://dl.acm.org/citation.cfm?id=2458569.2458580","","2013-05","2018-02-06 13:52:21","2018-02-06 13:52:21","","62–69","","5","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2MF4RD39","journalArticle","2014","Lu, Jing; Qiu, Xiaojun; Zou, Haishan","A modified frequency-domain block LMS algorithm with guaranteed optimal steady-state performance","Signal Processing","","0165-1684","10.1016/j.sigpro.2014.03.029","https://www.sciencedirect.com/science/article/pii/S0165168414001340","Abstract The bin-normalized frequency-domain block LMS (FBLMS) algorithm has low computational burden and potential fast convergence; however, it suffers from a biased steady-state solution when the reference signal lags behind the desired signal or the adaptive filter is of insufficient length. This paper proposes a unified framework for the FBLMS algorithm, which can be used to comprehensively analyze its steady-state behavior. Furthermore, a modified FBLMS algorithm with guaranteed optimal steady-state performance is proposed based on the framework. Simulations are carried out to demonstrate the benefit of the proposed algorithm.","2014-11","2018-02-21 12:52:37","2018-02-21 12:52:37","","27-32","","","104","","Signal Processing","","","","","","","","","","","","","","","","","","","Adaptive filters; Frequency-domain implementation; Steady-state behavior","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W2PMZRPU","journalArticle","2018","Zhu, Haiping; Tian, Feng; Wu, Ke; Shah, Nazaraf; Chen, Yan; Ni, Yifu; Zhang, Xinhui; Chao, Kuo-Ming; Zheng, Qinghua","A multi-constraint learning path recommendation algorithm based on knowledge map","Knowledge-Based Systems","","0950-7051","https://doi.org/10.1016/j.knosys.2017.12.011","https://www.sciencedirect.com/science/article/pii/S095070511730583X","Abstract It is difficult for e-learners to make decisions on how to learn when they are facing with a large amount of learning resources, especially when they have to balance available limited learning time and multiple learning objectives in various learning scenarios. This research presented in this paper addresses this challenge by proposing a new multi-constraint learning path recommendation algorithm based on knowledge map. The main contributions of the paper are as follows. Firstly, two hypotheses on e-learners’ different learning path preferences for four different learning scenarios (initial learning, usual review, pre-exam learning and pre-exam review) are verified through questionnaire-based statistical analysis. Secondly, according to learning behavior characteristics of four types of the learning scenarios, a multi-constraint learning path recommendation model is proposed, in which the variables and their weighted coefficients considers different learning path preferences of the learners in different learning scenarios as well as learning resource organization and fragmented time. Thirdly, based on the proposed model and knowledge map, the design and implementation of a multi-constraint learning path recommendation algorithm is described. Finally, it is shown that the questionnaire results from over 110 e-learners verify the effectiveness of the proposed algorithm and show the similarity between the learners’ self-organized learning paths and the recommended learning paths.","2018","2018-02-06 16:58:55","2018-02-06 16:58:55","","102 - 114","","","143","","","","","","","","","","","","","","","","","","","","","Learning path recommendation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H8WBB9C3","conferencePaper","2014","Ghosh, Sayan; Chatterjee, Moitreya; Morency, Louis-Philippe","A Multimodal Context-based Approach for Distress Assessment","Proceedings of the 16th International Conference on Multimodal Interaction","978-1-4503-2885-2","","10.1145/2663204.2663274","http://doi.acm.org/10.1145/2663204.2663274","","2014","2018-02-06 13:51:19","2018-02-06 13:51:19","","240–246","","","","","","","ICMI '14","","","","ACM","New York, NY, USA","","","","","","","","","","","","audiovisual analysis; decision support technology; depression; distress; nonverbal indicators; post-traumatic stress; psychological behaviors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASHP23R5","conferencePaper","2016","Velázquez-Iturbide, J. Ángel; Hernán-Losada, Isidoro; Pérez-Carrasco, Antonio","A ""Multiple Executions"" Technique of Visualization","Proceedings of the 2016 ACM Conference on Innovation and Technology in Computer Science Education","978-1-4503-4231-5","","10.1145/2899415.2899451","http://doi.acm.org/10.1145/2899415.2899451","","2016","2018-02-06 13:51:12","2018-02-06 13:51:12","","59–64","","","","","","","ITiCSE '16","","","","ACM","New York, NY, USA","","","","","","","","","","","","multiple executions; program visualization; srec system","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44U7HECP","conferencePaper","2014","McDonald, Chris","A Multi-tier Client-server Project Employing Mobile Clients","Proceedings of the Sixteenth Australasian Computing Education Conference - Volume 148","978-1-921770-31-9","","","http://dl.acm.org/citation.cfm?id=2667490.2667501","","2014","2018-02-06 13:50:49","2018-02-06 13:50:49","","91–96","","","","","","","ACE '14","","","","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia","","","","","","","","","","","","computer science education; Location Prediction; mobile and wireless networks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4P599GUF","journalArticle","2016","Basol, Gulsah; Balgalmis, Esra","A multivariate investigation of gender differences in the number of online tests received-checking for perceived self-regulation","Computers in Human Behavior","","0747-5632","https://doi.org/10.1016/j.chb.2016.01.010","https://www.sciencedirect.com/science/article/pii/S0747563216300103","Abstract The purpose of the study was to investigate whether the number of formative e-tests taken differed by gender, using students' perceived self-regulation levels as a covariate. The sample was 340 teacher candidates reached through purposeful sampling. The study lasted a semester; students were involved in a blended learning environment where classroom lessons supported by self-regulatory e-tests as a part of an online course management system, called MOODLE. It was possible for students to take 10-item online quizzes and 20-item practice tests as many as they wanted. In the analysis, a factorial {ANOVA} design was applied. Findings indicated a moderate correlation between the number of formative e-tests taken and the perceived self-regulation levels, indicating higher perceived self-regulation levels as the number of formative e-tests increased. By using perceived self-regulation levels as a covariate, the gender differences in the number of e-tests taken were also investigated. According to finding, gender variable did not explain the differences in the compound variable “the number of formative e-tests”. However, after controlling for the effect of perceived self-regulation, the findings were significant. Hence, we can conclude that self-regulated behavior is independent of students' gender; therefore, e-assessments is a self-regulated, technology-based instructional aid in higher education.","2016","2018-02-06 16:58:35","2018-02-06 16:58:35","","388 - 397","","","58","","","","","","","","","","","","","","","","","","","","","Gender differences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43WHU4E7","journalArticle","2015","Burke, Kyle","An Abstract Game for Each Data Structure: Lightning Talk","J. Comput. Sci. Coll.","","1937-4771","","http://dl.acm.org/citation.cfm?id=2753024.2753038","","2015-06","2018-02-06 13:52:13","2018-02-06 13:52:13","","60–61","","6","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPJ39ECP","journalArticle","2017","Cabada, Ramón Zataraín; Estrada, María Lucía Barrón; Hernández, Francisco González; Bustillos, Raúl Oramas; Reyes-García, Carlos Alberto","An affective and Web 3.0-based learning environment for a programming language","Telematics and Informatics","","0736-5853","https://doi.org/10.1016/j.tele.2017.03.005","https://www.sciencedirect.com/science/article/pii/S0736585316304907","Abstract We present a Web-based environment for learning Java programming that aims to provide adapted and individualized programming instruction to students by using modern learning technologies as a recommender and mining system, an affect recognizer, a sentiment analyzer, and an authoring tool. All these components interact in real time to provide an educational setting where the student learn to develop Java programs. The recommender system is an E-Learning 3.0 software component that recommends new exercises to a student based on the actions (ratings) of previous learners. The affect recognizer analyze pictures of the student to recognize learning-centered emotions (frustration, boredom, engagement, and excitement) that are used to provide personalized instruction. Sentiment text analysis determines the quality of the programming exercises based on the opinions of the students. The authoring tool is used to create new exercises with no programming work. We conducted two evaluations: one evaluation used the Technology Acceptance Model to assess the impact of our software tool on student behavior. The second evaluation calculated the student’s t-test to assess the learning gain after a student used the tool. The results of the evaluations show the students perceived enjoyment and are willing to use the tool. The study also show that students using the tool have a greater learning gain than those who learn using a traditional method.","2017","2018-02-06 16:58:30","2018-02-06 16:58:30","","-","","","","","","","","","","","","","","","","","","","","","","","","Educational applications","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
